,Site,Habitat,Protection,Cluster,GPS file name,Month,Elevation,Lat,Long,Primary1000,Primary1000km,Secondary200,Secondary200km,House1000,House1000km,Non_Ground_Truthed_Habitat,Habitat_code,Dist_Corc,Dist_Corc_km,Dist_Corc_scaled,Secondary50,OldGrowth50,Secondary100,OldGrowth100,Secondary200,OldGrowth200,Secondary300,OldGrowth300,OldGrowth400,Secondary400,Secondary500,OldGrowth500,Secondary750,OldGrowth750,Secondary1000,OldGrowth1000,Secondary2000,OldGrowth2000,Secondary3000,OldGrowth3000,OldGrowth4000,Secondary4000,OldGrowth5000,Secondary5000,Mangrove50,Mangrove100,Mangrove200,Mangrove300,Mangrove400,Mangrove500,Mangrove750,Mangrove1000,Mangrove2000,Mangrove3000,Mangrove4000,Mangrove5000,ForestCover50,ForestCover100,ForestCover200,ForestCover300,ForestCover400,ForestCover500,ForestCover750,ForestCover1000,ForestCover2000,ForestCover3000,ForestCover4000,ForestCover5000,Diversity50,Diversity100,Diversity200,Diversity300,Diversity400,Diversity500,Diversity750,Diversity1000,Diversity2000,Diversity3000,Diversity4000,Diversity5000
255,SQ235_Site_3,Secondary,GD Forest Reserve,SQ235,235AUDIO3,December,313.311981,8.703158,-83.584915,0,0,0,0,0,0,Secondary,SEC,5925.487151,5.925487151,0.116069767,0.934236838,0.065763162,0.743142118,0.256857882,0.771952929,0.190166857,0.705065303,0.169902282,0.184576381,0.587863617,0.539058479,0.172973969,0.54437074,0.148346462,0.585543625,0.165581674,0.547551285,0.280224244,0.604166468,0.257456786,0.261821306,0.641006351,0.293193153,0.616041585,0,0,0,0,0,0,0,0,0.003025418,0.005002649,0.004454944,0.005975353,1,1,0.962119786,0.874967585,0.772439998,0.712032448,0.692717202,0.751125299,0.827775529,0.861623254,0.902827657,0.909234738,0,0,0.639449298,0.807517921,0.961052296,0.995096596,0.976710394,0.957291834,1.080246823,0.995831999,0.873070776,0.89092647
256,SQ235_Site_4,Grassland,GD Forest Reserve,SQ235,235AUDIO4GRASS,December,206.208649,8.70012,-83.580287,0,0,0,0,0,0,Secondary,SEC,5758.004553,5.758004553,0.11278908,0,0,0,0,0,0,0.027841862,0,0.001796526,0.157309314,0.255536441,0.017266792,0.394525218,0.04984898,0.496854757,0.101322999,0.559859765,0.227652852,0.602567594,0.255158352,0.263999964,0.645133356,0.311318414,0.611423804,0,0,0,0,0,0,0,0,0.001393213,0.005382373,0.004538355,0.005002053,0,0,0,0.027841862,0.15910584,0.272803233,0.444374198,0.598177756,0.787512617,0.857725946,0.90913332,0.922742218,0.267938603,0.364046952,0,0.127158311,0.448025635,0.650391303,0.84294112,0.945861528,1.054436881,0.93796601,0.853105733,0.875061587
257,SQ235_Site_5,Secondary,GD Forest Reserve,SQ235,235AUDIO5,December,427.296082,8.696135,-83.592307,0,0,345.8937503,0.34589375,0,0,Old Growth,OG,5462.838437,5.462838437,0.1070073,1,0,1,0,1,0,0.936568783,0.036403325,0.113505913,0.857088171,0.782125468,0.198179235,0.646721891,0.340192629,0.542555953,0.445226856,0.510305988,0.392559529,0.596393465,0.2979356,0.261728252,0.631326921,0.301884467,0.604934902,0,0,0,0,0.00993544,0.007235032,0.007502273,0.004219842,0.001507892,0.00499522,0.004971738,0.005314727,1,1,1,0.972972108,0.970594084,0.980304703,0.98691452,0.987782809,0.902865517,0.894329065,0.893055173,0.906819369,0,0.228349746,0,0.279577833,0.501663109,0.603270281,0.714347851,0.753708554,0.944636726,0.951770564,0.890853205,0.906889567
258,SQ235_Site_6,Secondary,GD Forest Reserve,SQ235,235AUDIO6,December,215.518707,8.690163,-83.577262,0,0,163.3375165,0.163337517,6378.027942,6.378027942,Secondary,SEC,4977.827742,4.977827742,0.097506803,1,0,1,0,0.977328108,0,0.879952165,0.018403717,0.07730917,0.727670815,0.601532895,0.089112432,0.5264412,0.117977428,0.501373006,0.194034385,0.57403917,0.23276721,0.613554632,0.25594487,0.302947286,0.608375397,0.324465665,0.608563819,0,0,0,0,0,0,0,0,0.001565188,0.002858388,0.004843172,0.004716389,1,1,0.977328108,0.898355882,0.804979985,0.690645327,0.644418628,0.695407391,0.80680638,0.869499502,0.911322683,0.933029484,0,0,0.108262972,0.418448333,0.748028403,0.884160214,0.957593125,1.02640607,0.988024693,0.968745427,0.889301358,0.853595622
259,SQ235_Site_7,Grassland,GD Forest Reserve,SQ235,235AUDIO7GRASS,December,192.960876,8.716435,-83.567573,0,0,1039.389742,1.039389742,801.2835532,0.801283553,Secondary,SEC,4436.894507,4.436894507,0.086910881,0.07561971,0,0.118560455,0,0.030353546,0,0.149915008,0,0,0.281907194,0.366469338,0,0.541131916,0.002392687,0.646699799,0.036291172,0.63845414,0.20203685,0.585381402,0.288371568,0.32943028,0.579643906,0.364326985,0.562067496,0,0,0,0,0,0,0,0,0.004254729,0.007058491,0.005415792,0.005443992,0.07561971,0.118560455,0.030353546,0.149915008,0.281907194,0.366469338,0.543524603,0.682990971,0.84049099,0.87375297,0.909074186,0.926394481,0.136567916,0.589129323,0.13596899,0.475008176,0.68715095,0.901960937,0.991813122,1.007263411,0.997034326,0.940524498,0.907854435,0.900128119
260,SQ235_Site_8,Secondary,GD Forest Reserve,SQ235,235AUDIO8,December,318.191589,8.721606,-83.574353,0,0,0,0,0,0,Secondary,SEC,7521.005599,7.521005599,0.147323139,1,0,0.93949684,0.06050316,0.742143341,0.257856658,0.763975471,0.236024529,0.206366119,0.793633882,0.830441662,0.150619687,0.787006551,0.108358833,0.728448185,0.111579247,0.71298984,0.152775759,0.594093658,0.282663223,0.357276793,0.5434563,0.388214777,0.532972715,0,0,0,0,0,0.012929206,0.009109378,0.005123798,0.009879746,0.00806577,0.007186598,0.006059649,1,1,0.999999999,1,1.000000001,0.981061349,0.895365384,0.840027432,0.865765599,0.876756881,0.900733093,0.921187492,0,0,0.570803089,0.546453996,0.509102081,0.529747275,0.759077832,0.870283448,0.875020274,0.930831801,0.941092411,0.923478349
261,SQ235_Site_9,Palm,GD Forest Reserve,SQ235,2359,December,213.199997,8.699778,-83.560668,0,0,419.9753796,0.41997538,0,0,Secondary,SEC,7911.787685,7.911787685,0.154977866,0.193388766,0,0.372634223,0,0.541958579,0,0.637809205,0.014570583,0.056101142,0.667381359,0.640978152,0.099668129,0.706261516,0.123365874,0.717179731,0.143381654,0.627806219,0.180026573,0.617009397,0.238045325,0.29538428,0.617069661,0.316374105,0.611775698,0,0,0,0,0,0,0,0,0,0.000971464,0.002793241,0.004837863,0.193388766,0.372634223,0.541958579,0.652379788,0.723482501,0.740646281,0.82962739,0.860561385,0.807832792,0.855054722,0.912453941,0.928149803,0.491099569,0.660342788,0.689621992,0.73447316,0.8041324,0.900850281,0.904356559,0.888254928,0.989727457,0.905517748,0.866705808,0.867684639
262,SQ258_Site_1,Secondary,GD Forest Reserve,SQ258,2581,January,88.439117,8.754964,-83.515098,0,0,0,0,149.6141357,0.149614136,Secondary,SEC,15121.04787,15.12104787,0.296194466,1,0,1,0,1,0,1,0,0.000224904,0.991837957,0.90982155,0.053106175,0.853750208,0.098050709,0.80925085,0.146598543,0.635189954,0.25632825,0.544678291,0.349945866,0.397031524,0.516143712,0.393847976,0.504127043,0,0,0,0,0,0,0,0,0.0000754,0.00031265,0.002658652,0.013540962,1,1,1,1,0.992062861,0.962927725,0.951800917,0.955849393,0.891518204,0.894624157,0.913175236,0.897975019,0,0,0,0,0.04840341,0.389705367,0.531686637,0.605944931,0.948104948,0.995484804,0.97227346,1.019420229
263,SQ258_Site_2,Old Growth,GD Forest Reserve,SQ258,2582,January,115.295395,8.752001,-83.518108,0,0,0,0,0,0,Secondary,SEC,13924.7143,13.9247143,0.272760416,0.030526592,0.969473408,0.275993417,0.724006583,0.676596989,0.32340301,0.692093246,0.307906754,0.347481149,0.652518851,0.670847087,0.329152913,0.675637694,0.300072085,0.640726253,0.325646075,0.654566111,0.278050221,0.572916885,0.343292643,0.401665813,0.520073121,0.410169894,0.49651157,0,0,0,0,0,0,0,0,0,0.000541365,0.002752846,0.010441787,1,1,0.999999999,1,1,1,0.975709779,0.966372328,0.932616332,0.916209528,0.921738934,0.906681464,0.311419738,0.534496701,0.629407991,0.617415563,0.645873412,0.633577118,0.716426235,0.751289098,0.840911338,0.942564663,0.894645106,0.958008169
264,SQ258_Site_3,Secondary,GD Forest Reserve,SQ258,2583,January,82.164497,8.756516,-83.51244,0,0,0,0,1132.646897,1.132646897,Grassland,GRA,13467.22017,13.46722017,0.263798919,1,0,1,0,1,0,0.9939158,0,0,0.966724962,0.963809825,0,0.904333536,0.023423804,0.846504906,0.078531307,0.611792621,0.257019936,0.533611094,0.353315529,0.387184367,0.516350996,0.383762598,0.511661012,0,0,0,0,0,0,0,0,0,0.00031262,0.002427989,0.01308305,1,1,1,0.9939158,0.966724962,0.963809825,0.92775734,0.925036213,0.868812557,0.886926623,0.903535363,0.89542361,0.242539039,0.569744636,0,0.037107607,0.158581142,0.180585287,0.348241159,0.534094971,0.984193238,1.004554021,0.928582171,0.976601248
265,SQ258_Site_4,Grassland,GD Forest Reserve,SQ258,2584GRASS,January,296.389404,8.780163,-83.511029,0,0,630.6945849,0.630694585,0,0,Palm,PM,14232.51201,14.23251201,0.278789627,0.000647937,0,0.118394975,0,0.20219172,0.037720806,0.23084231,0.142800908,0.237967071,0.237196674,0.201655619,0.324328104,0.202192383,0.407659329,0.250169465,0.452810741,0.40633898,0.469753188,0.484516018,0.338122724,0.303015498,0.475776443,0.305061951,0.448414607,0,0,0,0,0,0,0,0,0,0.014853916,0.066232821,0.092008686,0.000647937,0.118394975,0.239912526,0.373643218,0.475163745,0.525983723,0.609851712,0.702980206,0.876092168,0.822638742,0.778791941,0.753476558,0.005404697,0.363714846,0.655351446,0.909385213,1.021270779,1.04194267,1.056232643,1.065961465,1.014629927,1.138499214,1.199099582,1.265459664
266,SQ258_Site_5,Old Growth,GD Forest Reserve,SQ258,2585FOR,January,313.064178,8.778486,-83.517248,0,0,0,0,0,0,Secondary,SEC,16522.46485,16.52246485,0.323645735,0,1,0.073424521,0.859731736,0.154649588,0.70166683,0.219699616,0.668498507,0.700179639,0.2276233,0.19510553,0.73854791,0.167474492,0.733665825,0.191111856,0.664924121,0.439459897,0.447895534,0.499824072,0.314458636,0.316980646,0.446669629,0.299599607,0.447280245,0,0,0,0,0,0,0,0,0,0.045649182,0.087581382,0.109846514,1,0.933156257,0.856316418,0.888198123,0.927802939,0.93365344,0.901140317,0.856035977,0.887355431,0.814282708,0.763650275,0.746879852,0,0.502522288,0.816032587,0.847132848,0.776213316,0.722664676,0.755248354,0.866644015,0.974008985,1.182943737,1.237339922,1.274805401
267,SQ258_Site_6,Palm,GD Forest Reserve,SQ258,2586PALM,January,43.190575,8.765613,-83.504853,0,0,178.0418078,0.178041808,10232.46169,10.23246169,Secondary,SEC,16025.22253,16.02522253,0.313905641,0.403530515,0,0.468508607,0,0.564433841,0,0.607203324,0,0.008351214,0.590167679,0.588026516,0.040511084,0.585434186,0.059347772,0.578952352,0.117000743,0.526861287,0.260092932,0.500779273,0.355670007,0.360131048,0.516907003,0.353056147,0.502367665,0,0,0,0,0,0,0,0,0,0.0000335,0.0000188,0.020116283,0.403530515,0.468508607,0.564433841,0.607203324,0.598518893,0.6285376,0.644781958,0.695953095,0.786954219,0.85644928,0.877038051,0.855423812,0.674417225,0.691162451,0.806442298,0.932483252,0.993952789,1.067400868,1.07506911,1.111065584,1.129476801,0.971751498,0.95651764,1.054524
268,SQ258_Site_7,Old Growth,GD Forest Reserve,SQ258,2587FOR,January,30.654343,8.767624,-83.48783,0,0,284.0284721,0.284028472,732.4548509,0.732454851,Secondary,SEC,15536.56764,15.53656764,0.30433376,0.035247087,0.964752913,0.35405196,0.64594804,0.633929043,0.323840328,0.646952007,0.251127324,0.227079731,0.602413146,0.589816243,0.18008992,0.548756395,0.138149137,0.485211006,0.187897752,0.457831463,0.314381274,0.500358146,0.321567931,0.322299126,0.499047386,0.305176452,0.519855609,0,0,0,0,0,0,0,0,0,0,0,0.0000121,1,1,0.957769371,0.898079331,0.829492877,0.769906163,0.686905532,0.673108758,0.772212737,0.821926077,0.821346512,0.825032061,0.152533111,0.64991894,0.787731369,0.861485255,0.943568738,0.972611883,1.108059238,1.179214546,1.158084204,1.005187212,1.015733593,1.038950584
269,SQ258_Site_8,Secondary,GD Forest Reserve,SQ258,2588FOR,January,43.327984,8.76336,-83.490294,0,0,0,0,786.8820366,0.786882037,Secondary,SEC,16861.44733,16.86144733,0.330285799,0.992596125,0.007403875,0.80327501,0.19672499,0.43624593,0.452471854,0.343610957,0.460869292,0.38444694,0.397505504,0.468479639,0.342028366,0.489336751,0.335987169,0.479296195,0.304311193,0.466768335,0.29038081,0.503385926,0.325483203,0.334320295,0.522221941,0.315375175,0.523190998,0,0,0,0,0,0,0,0,0,0,0,0.000297753,1,1,0.888717784,0.804480249,0.781952444,0.810508005,0.82532392,0.783607388,0.757149145,0.828869129,0.856542236,0.838566173,0.043697971,0.495828639,0.965051845,1.043175505,1.066324776,1.045356564,1.09107565,1.169415135,1.178872295,0.999256662,0.974395824,1.024582268
270,SQ259_Site_1,Old Growth,GD Forest Reserve,SQ259,259AUDIO1,December,44.439404,8.727871,-83.457196,2429.817106,2.429817106,388.7825284,0.388782528,10456.21216,10.45621216,Secondary,SEC,21547.98817,21.54798817,0.422086809,0.461229446,0.538770554,0.543999978,0.456000022,0.712204516,0.287795484,0.689068413,0.308540454,0.278896856,0.680723149,0.698921119,0.199479415,0.693720199,0.109310086,0.678050123,0.061682432,0.555919287,0.082779636,0.476506262,0.094812797,0.117792568,0.450860919,0.129981009,0.445243058,0,0,0,0,0,0,0,0,0.0000503,0.000795607,0.007863384,0.017595638,1,1,1,0.997608867,0.959620005,0.898400534,0.803030285,0.739732555,0.638698923,0.571319059,0.568653487,0.575224067,0.690137849,0.689270171,0.600165975,0.633865509,0.766661113,0.861578904,0.83903904,0.696309163,0.695069315,0.916310155,1.06056288,1.16627349
271,SQ259_Site_2,Secondary,GD Forest Reserve,SQ259,259AUDIO2SHRUB,December,226.741943,8.737187,-83.470132,1450.048359,1.450048359,500.3030081,0.500303008,6624.173929,6.624173929,Old Growth,OG,14296.66262,14.29666262,0.280046223,0.805502703,0.194497297,0.879304272,0.120695728,0.947274267,0.052725734,0.861516697,0.138483303,0.23211233,0.76788767,0.721074418,0.278925582,0.652263671,0.344824298,0.702750622,0.2912174,0.653266491,0.241390771,0.538068547,0.233523165,0.203447278,0.498783704,0.183482439,0.487532272,0,0,0,0,0,0,0,0,0,0.0000223,0.000663201,0.008557448,1,1,1,1,1,1,0.997087969,0.993968022,0.894657262,0.771591712,0.702230982,0.671014711,0.492678772,0.368308893,0.206464104,0.402200658,0.541816123,0.591935706,0.66286093,0.63799563,0.855177943,0.968692663,1.054190954,1.174251289
272,SQ259_Site_3,Secondary,GD Forest Reserve,SQ259,259AUDIO3FOR,December,231.823364,8.733956,-83.468221,2166.508046,2.166508046,500.1910827,0.500191083,7684.887667,7.684887667,Secondary,SEC,14907.36097,14.90736097,0.292008719,1,0,1,0,0.998462732,0.001537267,0.962414186,0.037585814,0.096860282,0.899616391,0.846373172,0.146392491,0.756479206,0.236302407,0.768527591,0.211850623,0.631632637,0.192212127,0.512913701,0.201154049,0.186228857,0.482998938,0.178990861,0.47775974,0,0,0,0,0,0,0,0,0,0,0.002681161,0.010609552,1,1,0.999999999,1,0.996476673,0.992765663,0.992781613,0.980378214,0.823844764,0.71406775,0.669227795,0.656750601,0,0,0.011494115,0.160194336,0.341187503,0.458116082,0.587613145,0.617684311,0.848184034,0.952369946,1.062635278,1.167458982
273,SQ259_Site_4,Old Growth,GD Forest Reserve,SQ259,259AUDIO4FOR,December,199.158951,8.733003,-83.491026,0,0,434.1806052,0.434180605,3349.196746,3.349196746,Secondary,SEC,14606.81762,14.60681762,0.286121609,0,1,0.018954872,0.981045128,0.221380421,0.778619579,0.202004455,0.797995545,0.755363557,0.226884072,0.227851559,0.740828592,0.283368976,0.638380595,0.392144464,0.519600827,0.566962255,0.364817326,0.555310691,0.319686472,0.322340716,0.488696917,0.278368872,0.499358134,0,0,0,0,0,0,0,0,0.000913058,0.002225881,0.002162606,0.008442772,1,1,1,1,0.982247629,0.968680151,0.921749571,0.911745291,0.931779581,0.874997163,0.811037633,0.777727006,0,0.09394331,0.52864957,0.503168664,0.620026658,0.667720941,0.843217846,0.940351425,0.90659455,0.950857531,1.012977282,1.073223785
274,SQ259_Site_5,Old Growth,GD Forest Reserve,SQ259,259AUDIO5FOR,December,278.037689,8.75565,-83.465204,0,0,440.2323005,0.440232301,309.8897609,0.309889761,Secondary,SEC,13881.97394,13.88197394,0.271923209,0.409781329,0.590218671,0.317995497,0.682004503,0.320837149,0.679162851,0.385465934,0.614534067,0.618489099,0.380957157,0.374456144,0.608119798,0.48162532,0.50526756,0.50017521,0.450767029,0.555984263,0.305043996,0.571693904,0.218388346,0.212769876,0.562845179,0.197793807,0.558013807,0,0,0,0,0,0,0,0,0,0.000774116,0.000447953,0.000298728,1,1,1,1.000000001,0.999446256,0.982575942,0.98689288,0.950942239,0.861028259,0.79008225,0.775615055,0.755807614,0.676778859,0.625349277,0.627498867,0.666676676,0.668971109,0.740855434,0.753613763,0.853590278,0.968515432,1.102603874,1.149208801,1.109478487
275,SQ259_Site_6,Secondary,GD Forest Reserve,SQ259,259AUDIO6FORSH,December,227.574295,8.749925,-83.467286,0,0,706.1904863,0.706190486,444.2735546,0.444273555,Secondary,SEC,17019.69643,17.01969643,0.333385618,1,0,0.878170571,0.121829429,0.738441741,0.2614968,0.72321866,0.244688278,0.231137837,0.703661049,0.670659441,0.236140127,0.616569245,0.279430092,0.633384193,0.289613323,0.590019151,0.299751237,0.588846044,0.271799152,0.208754244,0.539882565,0.183488024,0.541619744,0,0,0,0,0,0,0,0,0,0,0,0.000423411,1,1,0.999938541,0.967906938,0.934798886,0.906799568,0.895999337,0.922997516,0.889770388,0.860645196,0.748636809,0.725107768,0,0.370554223,0.575255503,0.689191041,0.763881951,0.829917297,0.889828394,0.845572039,0.920732786,1.004650384,1.160070466,1.032873767
276,SQ259_Site_7,Grassland,GD Forest Reserve,SQ259,259AUDIO7SHGRASS,December,264.448059,8.744596,-83.464108,0,0,590.4478781,0.590447878,444.2735546,0.444273555,Secondary,SEC,16351.30874,16.35130874,0.320293091,0,0,0.132769799,0,0.445734024,0,0.601198157,0.003474336,0.035276773,0.677305171,0.707710283,0.082751595,0.708631067,0.181296508,0.709032324,0.192870018,0.676388898,0.229577338,0.596846207,0.231705941,0.193752408,0.529964805,0.163505971,0.529947553,0,0,0,0,0,0,0,0,0,0.00079645,0,0.000669857,0,0.132769799,0.445734024,0.604672493,0.712581944,0.790461878,0.889927575,0.901902342,0.905966236,0.828552148,0.723717213,0.693453524,0,0.391618267,0.687245971,0.69246101,0.740242775,0.778356195,0.79654034,0.788979724,0.823115451,1.032336818,1.127499573,1.105218867
277,SQ259_Site_8,Secondary,GD Forest Reserve,SQ259,259AUDIO8,December,38.195679,8.726572,-83.462969,2824.808028,2.824808028,0,0,7990.938502,7.990938502,Grassland,GRA,15858.65616,15.85865616,0.310642902,0.998175139,0,0.838967638,0,0.670308111,0,0.611539423,0.01460243,0.014025867,0.604913396,0.60887614,0.008975949,0.588029036,0.048483154,0.581880205,0.06846029,0.496942645,0.104375909,0.450645126,0.115056529,0.139085704,0.437702713,0.158531309,0.442264815,0,0,0,0,0,0,0.0000162,0.000200933,0,0.0000294,0.01362182,0.02106443,0.998175139,0.838967638,0.670308111,0.626141853,0.618939263,0.617852089,0.63651219,0.650340495,0.601318554,0.565701655,0.576788417,0.600796124,0.013331234,0.441377813,0.633960221,0.682308564,0.627792286,0.563792781,0.697671554,0.774245352,0.810698862,0.917276938,1.098899854,1.190568875
278,SQ260_Site_1,Secondary,GD Forest Reserve,SQ260,260AUDIO1,January,130.93512,8.740753,-83.414808,2341.377228,2.341377228,0,0,905.4915307,0.905491531,Grassland,GRA,8224.839563,8.224839563,0.161109996,1,0,1,0,1,0,1,0,0,0.987269991,0.989148717,0,0.994781331,0,0.98454665,0.010564244,0.73882591,0.097223886,0.670062171,0.083963825,0.078730988,0.581934219,0.080044432,0.519091541,0,0,0,0,0,0,0,0,0,0,0.00103409,0.001995973,1,1,1,1,0.987269991,0.989148717,0.994781331,0.995110894,0.836049796,0.754025996,0.660665207,0.599135973,0,0,0,0,0.068199763,0.059877668,0.03263181,0.089417288,0.699234174,0.769026502,0.876873931,0.921132575
279,SQ260_Site_2,Secondary,GD Forest Reserve,SQ260,261AUDIO2NE,January,64.667305,8.736611,-83.408427,1736.15597,1.73615597,0,0,905.4915307,0.905491531,Grassland,GRA,17569.46175,17.56946175,0.344154544,1,0,1,0,1,0,0.949935529,0,0,0.885880519,0.848027121,0,0.785238569,0.006392328,0.722869912,0.033801862,0.621600111,0.075688835,0.573781466,0.072338104,0.063712028,0.515933972,0.06524597,0.477105311,0,0,0,0,0,0,0,0,0,0.00078529,0.002994423,0,1,1,1,0.949935529,0.885880519,0.848027121,0.791630897,0.756671774,0.697288946,0.64611957,0.579646,0.542351281,0,0,0,0.231799639,0.423762557,0.480315166,0.480035334,0.562023352,0.661192964,0.722450575,0.847978091,0.792353241
280,SQ260_Site_3,Secondary,GD Forest Reserve,SQ260,261AUDIO3,January,92.266342,8.730806,-83.411646,1603.577012,1.603577012,0,0,905.4915307,0.905491531,Grassland,GRA,17559.60511,17.55960511,0.34396147,1,0,1,0,1,0,0.94578851,0,0.000610191,0.836752559,0.756680259,0.006430518,0.620363033,0.00285776,0.569152279,0.001607419,0.543947585,0.036034977,0.510072295,0.061962858,0.049038973,0.452446837,0.053044663,0.425111879,0,0,0,0,0,0,0,0,0,0,0.000973499,0,1,1,1,0.94578851,0.83736275,0.763110777,0.623220793,0.570759698,0.579982562,0.572035153,0.50148581,0.478156542,0,0,0,0.210733783,0.447655861,0.512414023,0.597104023,0.585612514,0.594712937,0.693125974,0.829050815,0.773413624
281,SQ260_Site_4,Secondary,GD Forest Reserve,SQ260,260AUDIO4SW,January,94.778549,8.729864,-83.418734,2392.930414,2.392930414,0,0,430.8833655,0.430883366,Grassland,GRA,16828.83477,16.82883477,0.329646977,1,0,1,0,1,0,0.999494082,0,0.001176146,0.967058924,0.942709901,0,0.905506677,0,0.852099444,0.013820205,0.641846193,0.027301764,0.524987741,0.052221883,0.05023057,0.457784345,0.05425265,0.415939936,0,0,0,0,0,0,0,0,0,0,0.000435421,0.00135551,1,1,1,0.999494082,0.96823507,0.942709901,0.905506677,0.865919649,0.669147957,0.577209624,0.508014915,0.470192586,0,0,0,0.00434527,0.149895877,0.202000868,0.328804168,0.392643563,0.529617109,0.716990671,0.873034012,0.841412455
282,SQ260_Site_5,Secondary,GD Forest Reserve,SQ260,260AUCIO5SW,January,126.193893,8.72169,-83.426102,2282.965121,2.282965121,0,0,0,0,Grassland,GRA,16316.35691,16.31635691,0.319608446,1,0,1,0,0.987899815,0,0.946468624,0.026853609,0.069997225,0.903998061,0.855860559,0.07107884,0.775650983,0.071138452,0.712358808,0.066931192,0.492967832,0.028320426,0.421511071,0.018383267,0.035259637,0.362619265,0.04151483,0.34775262,0,0,0,0,0,0,0,0,0,0,0,0.000286687,1,1,0.987899815,0.973322233,0.973995286,0.926939399,0.846789435,0.77929,0.521288258,0.439894338,0.397878902,0.38926745,0,0,0.065443365,0.245889553,0.389503906,0.553799305,0.625709443,0.632070356,0.621066544,0.577369293,0.862853018,0.835450828
283,SQ282_Site_1,Secondary,GD Forest Reserve,SQ282,282AUDIO 1,December,294.957764,8.771407,-83.416506,0,0,0,0,0,0,Grassland,GRA,22581.88417,22.58188417,0.442338995,1,0,1,0,0.907185322,0.092814678,0.82602204,0.17397796,0.234549531,0.765450469,0.658931305,0.341068695,0.5577412,0.438211401,0.557079856,0.426539737,0.643660365,0.286719684,0.718814164,0.190466772,0.137447434,0.753008363,0.101704713,0.720225641,0,0,0,0,0,0,0,0,0,0,0,0.001125208,1,1,1,1,1,1,0.995952601,0.983619593,0.930380049,0.909280936,0.890455797,0.821930354,0,0,0.309002041,0.462138044,0.544715421,0.641741794,0.709490775,0.756701617,0.846856382,0.863986623,0.762782607,0.883624529
284,SQ282_Site_2,Old Growth,GD Forest Reserve,SQ282,282AUDIO2NE,December,200.894913,8.779368,-83.417236,0,0,0,0,895.0684049,0.895068405,Secondary,SEC,20467.4165,20.4674165,0.400920329,0.0000617,0.999938283,0.13411933,0.86588067,0.160695076,0.839304923,0.087505889,0.912494111,0.835964241,0.164035759,0.244870255,0.748509564,0.412287485,0.560707283,0.4900954,0.450987332,0.652400039,0.293212091,0.718038477,0.194016028,0.129730171,0.727627807,0.096555265,0.702397873,0,0,0,0,0,0,0,0,0,0,0.000386116,0.001162203,0.999999983,1,0.999999999,1,1,0.993379819,0.972994768,0.941082732,0.94561213,0.912054505,0.857357978,0.798953138,0.00065977,0.394143029,0.440820679,0.296729063,0.446301903,0.594578379,0.787237078,0.875473907,0.814857137,0.853344981,0.91787915,0.919613853
285,SQ282_Site_3,Secondary,GD Forest Reserve,SQ282,282AUDIO3W,December,122.406715,8.772511,-83.408328,0,0,0,0,895.0684049,0.895068405,Secondary,SEC,21231.03675,21.23103675,0.415878294,0.851603508,0.148396492,0.739855374,0.260144626,0.716664468,0.283335532,0.668603521,0.327143435,0.308906071,0.631653729,0.60494783,0.296318718,0.56530702,0.296449227,0.595160908,0.263873151,0.726285004,0.208081854,0.753884307,0.180284916,0.131393928,0.761387019,0.098053644,0.725785392,0,0,0,0,0,0,0,0,0,0,0,0.002520351,1,1,1,0.995746956,0.9405598,0.901266548,0.861756247,0.859034059,0.934366858,0.934169223,0.892780947,0.823839036,0.419917528,0.573208137,0.596076073,0.657913731,0.820854929,0.893073626,0.956437865,0.936583362,0.759568984,0.759014174,0.817101384,0.882763852
286,SQ282_Site_4,Grassland,Terreba-Sierpe NP,SQ282,282AUDIO4GRASS,December,23.323639,8.778316,-83.406498,0,0,0,0,895.0684049,0.895068405,Secondary,SEC,20981.86364,20.98186364,0.410997435,0,0,0,0,0.125272654,0,0.193379284,0,0,0.265906534,0.387400746,0,0.630016607,0.043837448,0.667108304,0.134991646,0.7417447,0.172804036,0.752962664,0.16204324,0.13311216,0.732973509,0.097429895,0.741626031,0,0,0,0,0,0,0,0,0,0,0.000661916,0.002722978,0,0,0.125272654,0.193379284,0.265906534,0.387400746,0.673854055,0.80209995,0.914548736,0.915005904,0.866085669,0.839055926,0,0,0.377300382,0.491086027,0.579144742,0.667571198,0.793582084,0.897600621,0.788040807,0.779171564,0.891431845,0.913074572
287,SQ282_Site_5,Secondary,Terreba-Sierpe NP,SQ282,282AUDIO5 FOR,December,21.251293,8.780252,-83.40214,0,0,0,0,895.0684049,0.895068405,Secondary,OG,21644.36456,21.64436456,0.423974651,1,0,0.865133877,0,0.728365844,0,0.706452957,0,0,0.675900513,0.688403479,0.000224875,0.718842761,0.007385687,0.74595777,0.033813732,0.794611899,0.110616133,0.750495627,0.132029629,0.125572207,0.738836265,0.09733651,0.7423375,0,0,0,0,0,0,0,0,0,0,0.000715016,0.003219033,1,0.865133877,0.728365844,0.706452957,0.675900513,0.688628354,0.726228448,0.779771502,0.905228032,0.882525256,0.864408472,0.83967401,0,0.395533413,0.584877443,0.607225791,0.717344132,0.706433732,0.704326355,0.751805012,0.709966896,0.813529773,0.868987862,0.906779449
